period,attendances_type1,attendances_type2,attendances_type3,total_attendances,emergency_admissions,emergency_admissions_type1,pct_within_4h_all,pct_within_4h_type1,pct_within_4h_type2,pct_within_4h_type3,attendances_over_4h,attendances_under_4h,booked_attendances,year,month,quarter,covid_period,crs_period,pct_within_4h_all_lag_1,pct_within_4h_all_lag_3,pct_within_4h_all_lag_12,total_attendances_lag_1,total_attendances_lag_12,emergency_admissions_lag_1,target_roll_mean_3,target_roll_mean_12,split
2011-09-01,1162142.857142857,52329.285714285696,566738.4285714285,1781210.5714285718,297294.8571428572,291050.1428571427,0.9689018078715967,0.9531277197295636,0.9965657034438514,0.9986935267945479,55392.4285714286,1725818.1428571432,20475.0,2011,9,3,0,0,0.9743607536607123,0.9710422237426529,0.9718742234272824,1758108.2857142854,1651027.4285714284,295952.5714285715,0.9730649280111191,0.9678831861591312,train
2011-10-01,1200707.8571428573,54447.28571428574,593757.2857142858,1848912.4285714284,312210.85714285704,305952.14285714296,0.9662219187233391,0.9487957996205809,0.9962139002075402,0.9987111135598697,62452.71428571427,1786459.714285714,20475.0,2011,10,4,0,0,0.9689018078715967,0.9759322225010487,0.9718742234272824,1781210.5714285718,1651027.4285714284,297294.8571428572,0.969828160085216,0.9677447472061486,train
2011-11-01,1134959.4285714277,51772.42857142857,554709.0000000001,1741440.8571428573,304188.1428571427,296725.7142857144,0.9660442920583169,0.948733346793013,0.9973096546148391,0.9985451831500841,59131.857142857145,1682309.0000000002,20475.0,2011,11,4,0,0,0.9662219187233391,0.9743607536607123,0.9718742234272824,1848912.4285714284,1651027.4285714284,312210.85714285704,0.9670560062177508,0.9672589195920681,train
2011-12-01,1141606.4285714282,47960.857142857145,542478.5714285712,1732045.8571428566,321017.28571428574,313713.5714285714,0.9579503050108951,0.9370703813986432,0.9976200830439108,0.998383346280959,72831.99999999994,1659213.8571428566,20475.0,2011,12,4,0,0,0.9660442920583169,0.9689018078715967,0.9482562255696805,1741440.8571428573,1737741.1428571432,304188.1428571427,0.9634055052641837,0.9680667595455027,train
2012-01-01,1137915.5714285711,51607.14285714283,547995.2857142857,1737518.0,315248.00000000006,307650.8571428572,0.9575563698168471,0.9357731661989988,0.9988484429065744,0.9989006683321311,73746.57142857142,1663771.4285714286,20475.0,2012,1,1,0,0,0.9579503050108951,0.9662219187233391,0.9578137375122752,1732045.8571428566,1727796.7142857143,321017.28571428574,0.9605169889620196,0.9680453122375502,train
2012-02-01,1120423.0000000002,51155.57142857144,532653.1428571428,1704231.714285714,303897.8571428574,296576.7142857143,0.9498735165288557,0.9248232905913979,0.9979111338242728,0.9979525673635912,85427.14285714283,1618804.5714285714,20475.0,2012,2,1,0,0,0.9575563698168471,0.9660442920583169,0.9706490472820088,1737518.0,1599364.000000001,315248.00000000006,0.9551267304521992,0.9663140180081208,train
2012-03-01,1263082.2857142864,58574.28571428571,611496.2857142857,1933152.8571428568,326064.5714285715,319222.57142857125,0.9653690085847916,0.9479762431494114,0.9956392371103848,0.9983952711779116,66946.99999999999,1866205.8571428568,20475.0,2012,3,1,0,0,0.9498735165288557,0.9579503050108951,0.9682454586511114,1704231.714285714,1863441.0,303897.8571428574,0.9575996316434982,0.9660743138359275,train
2012-04-01,1149633.714285714,51689.285714285725,568200.2857142856,1769523.2857142854,307705.28571428574,302599.0,0.9635150322568717,0.944792478001689,0.9965480549989636,0.9983911608632972,64561.00000000002,1704962.2857142854,20475.0,2012,4,2,0,0,0.9653690085847916,0.9575563698168471,0.9688892651509331,1933152.8571428568,1844374.8571428566,326064.5714285715,0.9595858524568396,0.9656264610947557,train
2012-05-01,1251414.285714286,56416.7142857143,621739.4285714289,1929570.4285714282,321132.71428571444,316001.14285714296,0.9681168858235139,0.9517304992066119,0.9975564485702059,0.9984274533015209,61520.71428571427,1868049.7142857139,20475.0,2012,5,2,0,0,0.9635150322568717,0.9498735165288557,0.9707500823811406,1769523.2857142854,1873695.142857144,307705.28571428574,0.9656669755550591,0.9654070280482868,train
2012-06-01,1222084.2857142854,53957.000000000015,611800.0000000001,1887841.2857142857,311005.8571428573,306004.857142857,0.9674552695826655,0.9505831372397742,0.9964627917998194,0.9985994489328912,61439.28571428572,1826402.0,20475.0,2012,6,2,0,0,0.9681168858235139,0.9653690085847916,0.9710422237426529,1929570.4285714282,1785417.2857142866,321132.71428571444,0.9663623958876837,0.9651081152016211,train
2012-07-01,1248953.285714286,55391.85714285712,620178.1428571427,1924523.2857142868,321278.7142857143,316142.9999999999,0.9706765972397023,0.955712286162367,0.9960850357066408,0.9985432756993555,56433.571428571435,1868089.7142857155,20475.0,2012,7,3,0,0,0.9674552695826655,0.9635150322568717,0.9759322225010487,1887841.2857142857,1864959.428571428,311005.8571428573,0.9687495842152939,0.9646701464298424,train
2012-08-01,1197383.8571428573,52904.857142857145,594853.5714285711,1845142.2857142854,310680.2857142857,305791.00000000006,0.9704049923830884,0.9551197748138293,0.9978883926401573,0.998728378532532,54606.99999999998,1790535.2857142854,20475.0,2012,8,3,0,0,0.9706765972397023,0.9681168858235139,0.9743607536607123,1924523.2857142868,1758108.2857142854,321278.7142857143,0.9695122864018187,0.964340499656707,train
2012-09-01,1178360.714285714,51526.14285714288,558603.9999999997,1788490.8571428568,308242.0000000001,303416.71428571444,0.9669497092361029,0.9505464310285778,0.9975851370871375,0.9987261612366338,59110.14285714287,1729380.7142857139,20475.0,2012,9,3,0,0,0.9704049923830884,0.9674552695826655,0.9689018078715967,1845142.2857142854,1781210.5714285718,310680.2857142857,0.9693437662862978,0.9641778247704158,train
